chapter,question,options,correct-answer,note,page,difficulty
8,"When driving on a slippery surface, such as snow or ice:","""a: Shift to a low gear before going down steep hills., b: Maintain traction by following other vehicles closely., c: Pump your brakes to keep them from freezing.""","""a""","""The DMV handbook states, 'Shift to low gear before going down a steep hill.' This helps control speed and prevent skidding on slippery surfaces.  This is mentioned on page 60.""",60,easy
8,"When stopping on snow or ice, drivers who are operating vehicles equipped with an Anti-Lock Braking System (ABS) should:","""a: Pump the brakes., b: Press and hold the brake pedal firmly., c: Stay off the brakes and wait for the car to drift to a stop.""","""b""","""According to the DMV handbook, 'To get out of a locked wheel skid if your vehicle is equipped with: - Four-wheel antilock braking system (ABS), apply firm pressure on the brake pedal.'""",60,medium
8,You exit the freeway on a ramp that curves downhill. You should:,"""a: Slow to a safe speed before the curve., b: Slow to the posted speed limit for the freeway., c: Wait until you have entered the curve to begin braking.""","""a""","""You should always slow down before entering a curve, especially one that is downhill. 'Slow down as you approach intersections and curves. For sharp curves, slow down as you approach and move through.'""",60,easy
8,"When the road is slippery, you should","""a: Pump your brakes, b: Brake suddenly carefully, c: Press your brakes in slow steady strokes""","""c""","""The DMV handbook states that when driving on a slippery road, you should 'Drive more slowly than you would on a dry road. Adjust your speed for different conditions: Wet road: Reduce your speed by 5 to 10 mph., Packed snow: Reduce your speed by half., Ice: Reduce your speed to no more than 5 mph.'  This suggests that pressing the brakes in slow, steady strokes is the safest option when encountering slippery road conditions.""",61,easy
8,Roadways are least slippery,"""a: on bridges and freezing temperatures, b: after it has been raining for a while, c: during the first rain after a dry spell""","""b""","""The DMV handbook states on page 61, 'When it starts to rain, the pavement can be very slippery. Slow down at the first sign of rain, drizzle, or snow on the road. This is especially true if it has been dry and hot for some time, because oil and dust on the road's surface have not been washed away.'""",61,easy
8,Which of these statements is true about slippery road surfaces?,"""a: Driving on wet leaves on the road will give you extra traction., b: On cold days shade from buildings or trees can hide spots of ice., c: You will have more traction on ice when driving at high speeds.""","""b""","""The DMV Handbook states on page 61 'Shade from trees or buildings can hide icy spots on cold, wet days. These areas freeze first and dry out last.'""",61,medium
8,"Hydroplaning occurs when tires ride on a thin film of water instead of on the surface of the road. To prevent hydroplaning in rainy weather, you should:","""a: Put on your cruise control to maintain a constant speed., b: Decrease your speed., c: Move to the shoulder of the road as soon as it starts to rain.""","""b""","""To avoid hydroplaning, the DMV handbook states: 'Drive slowly.' 'Slow down if you hear sloshing sounds from the tires.'  'Slow down when changing lanes or direction.'  (Page 61)""",61,easy
8,"If a road is slippery, maintain a following distance that is:","""a: No different than normal., b: Farther from the car ahead than normal., c: Closer to the car ahead than normal.""","""b""","""The DMV handbook states, 'Drive more slowly than you would on a dry road. Adjust your speed for different conditions: ... Wet road: Reduce your speed by 5 to 10 mph.'""",61,easy
8,"If it feels like your tires have lost contact with the surface of the road, you should:","""a: Slow down by shifting into a lower gear., b: Ease your foot off the gas pedal., c: Slow down by pumping the brakes quickly and firmly.""","""b""","""The correct answer is **b**.  The DMV handbook states, 'If your vehicle starts to hydroplane: Slow down gradually. Do not use the brakes. Sudden braking may cause you to lose control of your vehicle.'""",61,easy
8,"If the rear of your vehicle is skidding to the left, you should:","""a: Not turn your steering wheel., b: Turn your steering wheel to the left to correct the skid., c: Turn your steering wheel to the right to correct the skid.""","""c""","""If the rear of your vehicle is skidding to the left, you should turn your steering wheel to the right to correct the skid. 'Turn the steering wheel in the direction of the skid.'""",61,medium
8,"If your vehicle starts to lose traction because of water on the road, you should:","""a: Drive at a constant speed to gain better traction., b: Apply the brakes firmly to prevent your vehicle from sliding., c: Slow down gradually and not apply the brakes.""","""c""","""The correct answer is 'Slow down gradually and not apply the brakes.' The DMV handbook states: 'If your vehicle starts to hydroplane: Slow down gradually., Do not use the brakes. Sudden braking may cause you to lose control of your vehicle.'""",61,medium
8,"In inclement weather, you should:","""a: Steer off the road., b: Drive in a low gear., c: Steer and brake smoothly.""","""c""","""The DMV handbook states that, 'Drive more slowly than you would on a dry road.' It also mentions that sudden braking or steering should be avoided on slippery roads as these actions can cause a loss of control. Therefore, the correct answer is 'Steer and brake smoothly'.""",61,easy
8,"On freezing, wet days, which of the following roadways is most likely to hide spots of ice?","""a: Roadways near the tops of hills, b: Roadways on bridges and overpasses, c: Roadways paved with asphalt""","""b""","""According to page 61, 'Bridges and overpasses tend to freeze before the rest of the road. They can have icy spots.'""",61,easy
8,"Remove all snow, frost, and ice from:","""a: Just the windshield., b: All windows., c: Just the windshield and passenger window.""","""b""","""According to page 61, 'You may have to stop from time to time to wipe mud or snow off your windshield, headlights, and taillights.'""",61,easy
8,"Roads are slippery after it first starts to rain. When the road is slippery, you should:","""a: Avoid making turns and stops while driving at high speeds., b: Test your tires' traction while going uphill., c: Decrease the distance you look ahead of your vehicle.""","""a""","""The DMV handbook states that when it starts to rain, the pavement can be very slippery. To avoid skidding on slippery surfaces, you should avoid fast turns and quick stops. 'Slow down as you approach intersections and curves. For sharp curves, slow down as you approach and move through. Avoid fast turns and quick stops.' """,61,easy
8,Streets and highways are most slippery:,"""a: When it has been raining hard for several hours., b: When they are clean and dry., c: Just after it starts to rain.""","""c""","""The DMV Handbook states 'When it starts to rain, the pavement can be very slippery.' This is because oil and dust on the road surface have not been washed away. """,61,easy
8,"To avoid hydroplaning while driving in rainy conditions, you should:","""a: Drive at a speed appropriate for ideal conditions., b: Apply your brakes as soon as your car starts to skid., c: Slow down.""","""c""","""To avoid hydroplaning, the DMV handbook advises drivers to 'Drive slowly.'  This is found on page 61 of The DMV handbook.""",61,easy
8,"To avoid traction loss on wet roads, you should:","""a: Make abrupt turns., b: Apply the brakes firmly., c: Slow down.""","""c""","""To avoid traction loss on wet roads, you should drive more slowly than you would on a dry road. 'Reduce your speed by 5 to 10 mph.'""",61,easy
8,Water on the road can cause a vehicle to hydroplane. Your car may hydroplane at speeds as low as:,"""a: 45 miles per hour., b: 35 miles per hour., c: 40 miles per hour.""","""b""","""Hydroplaning occurs when driving in wet or rainy conditions.  Hydroplaning is when a vehicle rides on water because the tires lose all contact with the road. A slight change of direction, applying the brakes, or a gust of wind could throw the vehicle into a skid.  To avoid hydroplaning: Drive slowly. Steer around standing water, if possible. Slow down if you hear sloshing sounds from the tires. Slow down when changing lanes or direction.""",61,medium
8,When driving under snowy or icy conditions:,"""a: It is safe to use your cruise control., b: Make speed and directional changes more gradually than you would otherwise., c: Drive as you would under normal conditions.""","""b""","""The DMV handbook states that you should reduce your speed by half when driving on packed snow.  It also advises that you should drive more slowly than you would on a dry road.  This makes option b the correct answer.  'Drive more slowly than you would on a dry road. Adjust your speed for different conditions:  Wet road: Reduce your speed by 5 to 10 mph.  Packed snow: Reduce your speed by half.  Ice: Reduce your speed to no more than 5 mph.'""",61,easy
8,Which of the following is most likely to be slippery in cold weather after snow or rain?,"""a: A hilly, b: A residential road, c: A road in a shaded area""","""c""","""According to page 61, 'Shade from trees or buildings can hide icy spots on cold, wet days. These areas freeze first and dry out last.'""",61,medium
8,"Which of the following is true about roadways on bridges and overpasses in cold, wet weather?","""a: They tend to freeze before the rest of the road does., b: They do not freeze because they are made of concrete., c: They tend to freeze after the rest of the road does.""","""a""","""According to the DMV handbook, 'Bridges and overpasses tend to freeze before the rest of the road.'""",61,medium
8,Which of the following roadways freeze first when wet?,"""a: Bridges and overpasses, b: Intersections, c: Tunnels""","""a""","""Bridges and overpasses tend to freeze before the rest of the road because they can have icy spots.""",61,easy
8,"If your car goes into water, you should","""a: Wait for water to rush in and let it out in small breaths through your nose, b: Call the fire department immediately, c: Remove yourself before it starts to sink""","""c""","""The most important thing to do in this scenario is to get yourself out of the car before it sinks. 'It is important to understand the dangers of water on the road, including: Being swept off the road. Floating debris and unseen hazards. The road collapsing. Vehicle malfunction.'""",62,easy
8,"If there is a deep puddle on the road ahead, you should:","""a: Maintain the posted speed to make it through the water., b: Avoid the puddle if possible., c: Shift into neutral as you drive through the water.""","""b""","""The DMV handbook states that it may not be possible to determine the depth of a flooded road by looking.  It also states that if the water is deep, the road may be too dangerous to cross.  Therefore, the best course of action is to avoid the puddle if possible.  'It may not be possible to determine the depth of the flood by looking. If the water is deep, the road may be too dangerous to cross. It is best to find another route.'""",62,easy
8,"If you find that the roadway ahead of you is flooded, you should:","""a: Slam on the brakes., b: Not drive through the flooded area. Turn around and find another route., c: Drive only in the center of the roadway.""","""b""","""It is best to avoid driving in heavy fog or smoke. Consider postponing your trip until the fog clears. If you must drive in heavy fog or smoke: Drive slowly. Use your low-beam headlights. High-beam headlights will reflect back and cause glare. Never drive using only your parking or fog lights. Make sure you can stop within the space you can see ahead. Increase your following distance. Use your windshield wipers and defroster as necessary. Avoid crossing lanes or passing traffic unless absolutely necessary. Listen for traffic you cannot see.""",62,easy
8,What is the best advice for driving when heavy fog or dust occurs?,"""a: try not to drive until the conditions improve, b: do not drive too slowly because other drivers may hit you, c: alternate your low and high beams to improve visibility""","""a""","""The DMV Handbook states, 'It is best to avoid driving in heavy fog or smoke. Consider postponing your trip until the fog clears.'""",63,easy
8,Which of the following is true about driving in bad weather?,"""a: You should always drive at the speed limit, b: Increase your following distance, c: Use cruise control to maintain speed, d: Drive with your windows down""","""b""","""The DMV handbook recommends increasing following distance in bad weather.  'Increase your following distance.' (Page 63)""",63,easy
8,You are driving and there are oncoming cars on your left and a row of parked cars on your right. You should steer:,"""a: Closer to the oncoming cars than the parked cars., b: Closer to the parked cars than the oncoming cars., c: A middle course between the oncoming and parked cars.""","""b""","""You should steer closer to the parked cars than the oncoming cars. 'If one danger is greater than the other, give more space to the most dangerous situation.' (Page 63)""",63,easy
8,"If you can see that the roadway up ahead is covered by heavy smoke, you should:","""a: Turn on your four-way flashers and continue., b: Reduce your speed, c: Turn on your high beam headlights and continue.""","""b""","""The DMV handbook states on page 63, 'If you must drive in heavy fog or smoke: - Drive slowly. - Use your low-beam headlights. High-beam headlights will reflect back and cause glare.'""",63,easy
8,"It is a very windy day. You are driving and a dust storm blows across the freeway, reducing your visibility. You should decrease your speed and turn on your:","""a: Interior lights., b: Parking lights., c: Headlights.""","""c""","""The DMV handbook states on page 63 that you should turn on your low-beam headlights when driving in heavy fog or smoke.  A dust storm is similar to fog or smoke, and would reduce visibility. 'If you must drive in heavy fog or smoke: - Drive slowly. - Use your low-beam headlights. High-beam headlights will reflect back and cause glare.'""",63,medium
8,It is very foggy. You should slow down and:,"""a: Turn on your emergency flashers., b: Turn your lights to their high beam setting., c: Turn your lights to their low beam setting.""","""c""","""The DMV handbook states that when driving in heavy fog, you should 'Use your low-beam headlights. High-beam headlights will reflect back and cause glare.'""",63,easy
8,Sudden wind gusts on highways:,"""a: Generally affect only the movement of large vehicles., b: Only cause visibility problems., c: Can cause problems for all vehicles.""","""c""","""The DMV handbook states that high winds can be a hazard while driving.  This is especially true for larger vehicles such as trucks, campers, and vehicles with trailers.  However, The DMV handbook also states: 'Strong wind gusts are unpredictable. If you are not holding the wheel properly and a gust hits, you can lose control of the vehicle.'  The answer is 'c' because 'Can cause problems for all vehicles.'  This indicates that the passage specifically mentions that all vehicles can be impacted by wind gusts, not just large vehicles.""",63,easy
8,There are oncoming vehicles to your left and a row of parked vehicles to your right. You should steer:,"""a: Closer to the oncoming vehicles than the parked vehicles., b: Closer to the parked vehicles than the oncoming vehicles., c: A middle course between the oncoming and parked vehicles.""","""b""","""The DMV handbook states that if there are dangers on both sides of the road you should give more space to the more dangerous situation.  In this case, oncoming vehicles are more dangerous than parked vehicles. Therefore, you should steer closer to the parked vehicles than the oncoming vehicles. """,63,easy
8,"When driving at night, you should:","""a: Always use your high beams., b: Look directly at the headlights of an oncoming vehicle., c: Increase your following distance.""","""c""","""When driving at night, you should increase your following distance to give yourself more time to react to hazards.  The DMV handbook states, 'Increase your following distance.'""",63,easy
8,"When driving in fog or mist, never put your headlights on the high beam setting because:","""a: The light will reflect back into your eyes., b: Approaching vehicles might not see you., c: Vehicles behind you may follow too closely.""","""a""","""The DMV Handbook states: 'Use your low-beam headlights. High-beam headlights will reflect back and cause glare.'  High beam headlights reflect back in fog or mist and cause glare.  The driver's vision will be reduced, making driving even more dangerous. """,63,easy
8,"When driving in fog, you should use your:","""a: Fog lights only., b: High beams., c: Low beams.""","""c""","""The DMV handbook states, 'If you must drive in heavy fog or smoke:  - Drive slowly.  - Use your low-beam headlights. High-beam headlights will reflect back and cause glare.  - Never drive using only your parking or fog lights.' """,63,easy
8,It is a very windy day. You are driving and a dust storm blows across the freeway reducing your visibility. You should drive slower and turn on your,"""a: Interior lights, b: Headlights, c: Parking lights""","""b""","""The DMV handbook states that 'If you must drive in heavy fog or smoke:  - Drive slowly. - Use your low-beam headlights. High-beam headlights will reflect back and cause glare.' This implies that headlights should be turned on when visibility is reduced by a dust storm.""",64,easy
8,Which of the following is true about safety belts?,"""a: They can reduce injuries and deaths, b: They can trap you inside a vehicle, c: They are not necessary when driving around town""","""a""","""The DMV handbook states on page 64 that 'Wearing the lap belt and shoulder harness of a seat belt will increase your chance of survival in most types of collisions.'""",64,easy
8,You must use your seat belt,"""a: Unless you are riding in a vehicle built before 1978, b: Unless you are riding in a limousine, c: If the vehicle is equipped with seatbelts""","""c""","""The DMV handbook states 'You and your passengers must wear seat belts. You can get a ticket if you do not.'""",64,easy
8,"If bad weather makes it difficult for you to see clearly, you should:","""a: Speed up to get off the road quickly., b: Drive in the lane closest to oncoming traffic., c: Increase your following distance.""","""c""","""When you drive in fog or smoke, you should 'increase your following distance'  because you may not be able to see as far ahead. This gives you more time to react if you encounter a hazard.""",64,easy
8,It has been proven that safety belts:,"""a: Sometimes cause drivers to be trapped in their cars, b: Can make it harder to steer during an emergency, c: Can reduce injury and death""","""c""","""According to page 65, 'Wearing the lap belt and shoulder harness of a seat belt will increase your chance of survival in most types of collisions.'""",65,easy
8,"If you are riding a vehicle equipped with a lap belt and a separate shoulder belt, you are","""a: Required to use both the lap and shoulder belt, b: Only required to use the shoulder belt, c: Only required to use the lap belt""","""a""","""The DMV handbook states that, 'Wearing the lap belt and shoulder harness of a seat belt will increase your chance of survival in most types of collisions.'""",65,easy
8,"Before switching on the ignition, you should:","""a: Buckle your safety belt., b: Be sure all passengers have buckled their safety belts., c: Both of the above.""","""c""","""The DMV handbook states that drivers should 'buckle up' and make sure that their 'passengers must wear seat belts.'""",65,easy
8,If a vehicle is equipped with airbags:,"""a: Seat belts should still be worn., b: Seat belts do not need to be worn., c: Seat belts should be worn behind the back.""","""a""","""Airbags are a valuable safety feature on many vehicles. They can help keep you safer than a seat belt alone. [Page 65]""",65,easy
8,"If you are about to be hit from the rear, you should consider each of the following, except for:","""a: Applying your brakes., b: Letting go of the steering wheel., c: Pressing your head firmly against the head restraint.""","""b""","""According to the DMV Handbook, 'When you are in a collision, your vehicle stops. But you keep moving at the same speed you were traveling. You only stop when you hit the dashboard or windshield.' This means pressing your head firmly against the head restraint will help prevent whiplash, and applying the brakes is necessary to stop the car.  Letting go of the steering wheel would lead to further loss of control.""",65,easy
8,"If your vehicle has a two-part safety belt system, you should:","""a: Use only the lap belt., b: Use both the lap and shoulder belts., c: Use only the shoulder belt.""","""b""","""According to page 65 of the DMV handbook, 'Wearing the lap belt and shoulder harness of a seat belt will increase your chance of survival in most types of collisions.'""",65,easy
8,Who must wear seat belts?,"""a: The driver and all passengers under the age of 21, b: The driver and all passengers 8 years of age or older or children who are 4 feet 9 inches tall or taller, c: The driver and front seat passengers""","""b""","""The DMV handbook states that 'You must secure children with a federally-approved child passenger restraint system or safety belt. The requirements depend on the child's height and age.'  It goes on to say that 'Children who are 8 years old or older, or at least 4 feet 9 inches tall: May use a properly secured safety belt that meets federal standards.'""",66,easy
8,Which child requires a child restraint system?,"""a: A six-year old who is 4 feet 10 inches tall, b: A seven-year old who is 4 feet 7 inches tall, c: An eight-year old who is 4 feet 9 inches tall""","""b""","""According to the DMV handbook, 'Children who are under 8 years old, or who are less than 4 feet 9 inches tall: Secure in a child passenger restraint system in a rear seat.'""",66,medium
8,"In a vehicle equipped with airbags, the safest place for children age 12 and under to ride is in:","""a: The front seat., b: The back seat., c: The bed of a pick-up truck.""","""b""","""According to the DMV handbook, 'Children who are under 8 years old, or who are less than 4 feet 9 inches tall: Secure in a child passenger restraint system in a rear seat.'""",66,easy
8,It is illegal to leave a child age ____ or younger alone in a vehicle.,"""a: Eight, b: Seven, c: Six""","""c""","""The DMV handbook states that 'It is illegal to leave a child who is six years old or younger unattended in a vehicle.'""",66,easy
8,It is illegal to leave a child age six or younger unattended in a vehicle on a hot day:,"""a: Even if they are secured in a child passenger restraint system., b: If they are supervised by a person twelve years of age or older., c: Only if the key is in the ignition.""","""a""","""The DMV handbook states 'It is illegal to leave a child who is six years old or younger unattended in a vehicle...' and 'A child may be left under the supervision of a person who is at least 12 years old.'""",66,easy
8,Which child would require a child passenger restraint system?,"""a: A 9-year-old who is 4 feet 10 inches tall, b: A 10-year-old who is 5 feet 3 inches tall, c: A 7-year-old who is 4 feet 8 inches tall""","""c""","""According to The DMV handbook, children under 8 years old, or who are less than 4 feet 9 inches tall, must be secured in a child passenger restraint system in a rear seat. Option C is the only option that meets this criteria.""",66,medium
8,A highway has a posted speed limit of 65 mph. What does this mean?,"""a: You must always drive 65 mph on that highway., b: You may drive faster only if there are no other vehicles., c: You must drive 65 mph only if driving conditions are ideal.""","""c""","""The Basic Speed Law is found on page 67. It says that drivers may never drive faster than is safe for the current road conditions. 'You must manage your speed and slow down when conditions call for it. Regardless of the posted speed limit, your speed should depend on: ...  Weather: rain, fog, snow, wind, or dust.'""",67,easy
8,"California's basic speed law' says, in addition to obeying the maximum speed limit, drivers must keep in mind","""a: The posted speed limit, b: Synchronized stop lights, c: Road traffic and weather conditions""","""c""","""The DMV book on page 67 states: 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.'""",67,easy
8,"What is the maximum speed limit on two-lane undivided highways, unless otherwise posted?","""a: 45 MPH, b: 65 MPH, c: 55 MPH""","""c""","""The DMV handbook states that the ideal maximum speed limit on most California highways is 65 mph. It is 55 mph on a two-lane undivided highway and for vehicles towing trailers.""",67,easy
8,"If you drive at the posted speed limit, you can be given a speeding ticket","""a: Under no circumstances, b: If you are carrying more than one passenger, c: If road or weather conditions require a slower speed""","""c""","""The Basic Speed Law states that you may never drive faster than is safe for the current road conditions. This means that regardless of the posted speed limit, your speed should depend on the road surface, weather, traffic congestion, pedestrians, and other factors. 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law. Make sure you manage your speed and slow down when conditions call for it.'""",67,easy
8,"Unless otherwise posted, the maximum speed limit is","""a: 55 mph on 2 lane undivided highways and for vehicles towing trailers, b: 25 mph in residence and business districts playground areas when children are present and at senior citizen facilities, c: All of the above""","""a""","""The DMV handbook states, 'Unless otherwise posted, the ideal maximum speed limit on most California highways is 65 mph. It is 55 mph on a two-lane undivided highway and for vehicles towing trailers.'""",67,easy
8,Which of the following is true about driving speed?,"""a: California has no minimum speed law., b: The faster the speed the less control you have of your vehicle., c: It is legal to exceed the posted speed limit to pass other vehicles.""","""b""","""The DMV handbook states 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.'""",67,easy
8,"California's ""Basic Speed Law"" says you must:","""a: Keep your speed close to that of other traffic., b: Never drive faster than is safe for current conditions., c: Always drive at the posted speed limit.""","""b""","""The Basic Speed Law states that you may never drive faster than is safe for the current road conditions. 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.' (page 67)""",67,easy
8,"If you drive 55 mph in a 55 mph zone, you can be given a speeding ticket:","""a: Under no circumstances because it is always legal., b: If the road or weather conditions require a slower speed., c: Only if you are approaching a sharp curve in the road.""","""b""","""The DMV Handbook states, 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.'""",67,easy
8,The maximum posted speed limit should be driven only:,"""a: During the night., b: During the day., c: Under ideal conditions.""","""c""","""The DMV handbook states that you may never drive faster than is safe for the current road conditions. 'This is known as the Basic Speed Law. Make sure you manage your speed and slow down when conditions call for it.'""",67,easy
8,Which of the following blocks the smooth flow of traffic?,"""a: Slowing down to look at collision scene., b: Avoiding unnecessary lane changes., c: Using public transportation instead of your vehicle.""","""a""","""The DMV Handbook states that 'Small changes in your driving habits can help reduce congestion. Avoid weaving in and out of freeway lanes.'  This means that slowing down to look at a collision scene can be disruptive to traffic flow.""",67,medium
8,You are driving on a freeway with a posted speed limit of 65 mph. Traffic is heavy and moving at 35 mph. The best speed for your vehicle is most likely:,"""a: 25 mph., b: 35 mph., c: 30 mph.""","""b""","""The DMV handbook states that in California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law. 'Make sure you manage your speed and slow down when conditions call for it. Regardless of the posted speed limit, your speed should depend on: ... The speed of other vehicles on the road.'""",67,easy
8,You are driving on a freeway with a posted speed limit of 65 mph. Traffic is traveling at 70 mph. You may legally drive:,"""a: 70 mph or faster to keep up with the speed of traffic., b: Between 65 mph and 70 mph., c: No faster than 65 mph.""","""c""","""In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law. Make sure you manage your speed and slow down when conditions call for it. Regardless of the posted speed limit, your speed should depend on: The number of vehicles on the road. The speed of other vehicles on the road. The road surface: smooth, rough, graveled, wet, dry, wide, or narrow. Bicyclists or pedestrians on or crossing the road. Weather: rain, fog, snow, wind, or dust. Traffic congestion: small changes in your driving habits can help reduce congestion. Avoid weaving in and out of freeway lanes.""",67,easy
8,You should always travel:,"""a: At the speed of vehicles surrounding you., b: At the speed limit., c: At a speed appropriate for road and weather conditions.""","""c""","""You should always travel at a speed appropriate for road and weather conditions.  The DMV book states, 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.' """,67,easy
8,What is the first thing you should do if your wheels move off the pavement?,"""a: Ease your foot off the gas pedal and brake gently, b: Pull over to the right and sound your horn to warn the other drivers, c: Pull the steering wheel back""","""a""","""According to page 68, the first step you should take if your wheels drift off the pavement is to 'Grip the steering wheel firmly. Remove your foot from the accelerator. Brake gently.'""",68,easy
8,If your accelerator becomes stuck you should,"""a: Turn off the ignition while the vehicle is moving, b: Not apply the brakes. Ease off the gas pedal and straighten the front wheels, c: Shift to neutral apply the brakes and try to drive the car safely off the road""","""c""","""If your accelerator becomes stuck, you should 'Shift to neutral, apply the brakes, and try to drive the car safely off the road.'""",68,easy
8,"If a tire suddenly blows out while you are driving, you should:","""a: Grip the steering wheel firmly, b: Pump the brakes rapidly., c: Brake hard and steer toward the right edge of the roadway.""","""a""","""According to the DMV Handbook, if a tire blows out while you are driving, you should 'Hold the steering wheel with both hands. Maintain your vehicle speed if possible and safe. Gradually release the accelerator. Correct the steering as necessary to stabilize your vehicle and regain control.' """,68,easy
8,"If you are driving and a tire suddenly goes flat, you should:","""a: Rapidly pump the brake pedal several times., b: Slow down gradually and not brake., c: Press down on the brake pedal as hard as you can.""","""b""","""When a tire blows out, suddenly braking or abruptly removing your foot from the accelerator can result in a loss of control over the vehicle. Instead, you should: 'Hold the steering wheel with both hands. Maintain your vehicle speed if possible and safe. Gradually release the accelerator. Correct the steering as necessary to stabilize your vehicle and regain control.'""",68,medium
8,"If your wheels drop off the roadway or pavement edge, you should:","""a: Wait until it is safe to do so, b: Turn back onto the roadway immediately., c: Stop.""","""b""","""If your wheels drift off the pavement, you should: 1. Grip the steering wheel firmly. 2. Remove your foot from the accelerator. 3. Brake gently. 4. Check for traffic behind you. 5. Carefully steer back onto the pavement. Do not pull or turn your steering wheel with too much force. This may cause you to drive into oncoming traffic.""",68,easy
8,You have allowed the wheels of your vehicle to run off the edge of the pavement. What should you do first?,"""a: Turn the front wheels slightly to the left to edge the car back onto the pavement., b: Hold the steering wheel firmly, c: Apply the brakes and turn the front wheels sharply to the left.""","""b""","""The first step is to 'Grip the steering wheel firmly.' This will help you maintain control of the vehicle as you steer back onto the pavement.  The DMV handbook states on page 68, 'If your wheels drift off the pavement: 1. Grip the steering wheel firmly.'""",68,easy
8,"If your car becomes disabled while on the highway, you should:","""a: Stop in the right lane., b: Park with all four wheels off the traveled highway, c: Stop where you are.""","""b""","""According to the DMV handbook, 'If your vehicle stops working on the freeway: 1. Safely pull over to the right shoulder. 2. Exit on the right side so you are away from traffic if you must get out of the vehicle.'""",69,easy
8,What should you do if your cell phone rings and you do not have a hands-free device?,"""a: Answer the call and keep the conversation short., b: Do not answer the phone and let it go to voicemail., c: Answer the call if you are stopped at a red light.""","""b""","""The DMV handbook states that you should 'let the call go to voicemail' if you do not have a hands-free device.  It also advises that you 'pull safely off the road' if you must return or make a call.""",70,easy
8,The safest precaution you can take regarding the use of cell phones and driving is,"""a: only use your cell phone in hands free mode when necessary, b: keep your phone within easy reach so you will not need to take your eyes off the road, c: Review the number before answering the call""","""a""","""The DMV handbook states that 'Adult drivers should only use a cell phone in hands-free mode when necessary.' This suggests that hands-free mode is the safest option for using a cell phone while driving, making option 'a' the correct answer.""",70,easy
8,Distracted driving is:,"""a: Anything that causes evasive action while driving., b: Anything that takes your attention away from driving., c: Anything that causes you to pay more attention to driving.""","""b""","""Distracted driving is defined as anything that takes your attention away from driving. 'Avoid distractions while you drive.' (DMV handbook, page 70)""",70,easy
8,"If your cell phone rings while you are driving and you do not have a hands-free device, you should:","""a: Answer the call because it may be an emergency., b: Let the call go to voicemail., c: Check the incoming number before answering the call.""","""b""","""The DMV handbook states 'Do not answer your cell phone if it rings. Let the call go to voicemail. If you must return or make a call, pull safely off the road.'""",70,easy
8,The safest precaution that you can take when using cellular phones while driving is:,"""a: To use hands-free devices so you can keep both hands on the steering wheel., b: To keep your phone within easy reach so you won't need to take your eyes off the road., c: To review the number before answering a call.""","""a""","""The safest precaution is to use hands-free devices so you can keep both hands on the steering wheel.  The DMV Handbook states 'Driving while using a handheld cell phone is unsafe and illegal.'  It further recommends that adult drivers should only use a cell phone in hands-free mode when necessary.""",70,easy
8,Using a cell phone while operating a motor vehicle is considered a distraction because:,"""a: It causes the driver to be concerned about the cost of the call., b: It occupies the driver's hands, c: It is an activity that draws the attention of other drivers.""","""b""","""The DMV handbook states on page 70 'Cell phones are the main source of distracted driving. Driving while using a handheld cell phone is unsafe and illegal... It occupies the driver's hands.'""",70,easy
8,When is it legal for minors to use a cell phone without a hands-free device while driving?,"""a: When making a call while stopped at the red light, b: When making a call for emergency assistance, c: Never""","""b""","""According to page 70 of the California Driver's Handbook, 'It is against the law for a minor to use a cell phone or electronic wireless device to answer calls and send or respond to text messages while driving. EXCEPTION: Minors may use a cell phone to make a call for emergency assistance.'""",70,medium
9,When is it legal for a person to drive with an alcoholic beverage container that has been opened?,"""a: If the container is under the front seat., b: If the container is in the trunk of the vehicle., c: If the container is in the glove compartment.""","""b""","""According to the DMV handbook on page 72, 'If you are carrying any alcohol, cannabis in your vehicle, the container must be sealed and unopened. If it is open, you must keep the container in the trunk or place where passengers do not sit.'""",72,medium
9,Driving under the influence of any drug which makes you drive unsafely is,"""a: Permitted if it is prescribed by a doctor, b: Against the law, c: Permitted if it is a diet pill or cold medicine""","""b""","""It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely. 'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.' (page 72)""",72,easy
9,"It is against the law to have an open alcoholic beverage container in your vehicle, except","""a: On the back seat, b: In the trunk, c: In the glove compartment""","""b""","""According to the DMV handbook, it is illegal to have an open alcoholic beverage container in your glove box. 'It is also illegal to keep an open container of alcohol in your glove box.'  The DMV handbook also states that an open container of alcohol must be kept 'in the trunk or place where passengers do not sit.'""",72,medium
